email,course_id,sec_no,exam_no,grades
kg2618@nittany.edu,ECON101,2,1,60
lg4120@nittany.edu,MATH141,2,1,92
sg2123@nittany.edu,MATH230,2,1,61
tp3946@nittany.edu,PHYS214,2,1,66
sb5076@nittany.edu,EE352,1,1,90
mh2221@nittany.edu,CHEM110,1,1,62
vs8351@nittany.edu,CMPEN431,1,1,88
mm1324@nittany.edu,CMPEN411,1,1,80
tg2289@nittany.edu,EE320,2,1,89
mk4648@nittany.edu,CMPEN431,1,1,97
sa8884@nittany.edu,DS120,1,1,100
kn1468@nittany.edu,CMPSC448,2,1,75
jk5833@nittany.edu,CMPEN351,1,1,87
md1699@nittany.edu,PHYS211,1,1,64
mc4814@nittany.edu,PHYS211,2,1,100
ll2646@nittany.edu,CMPSC465,1,1,85
mr3369@nittany.edu,CMPSC461,2,1,65
tb7100@nittany.edu,CMPEN351,2,1,67
wm3293@nittany.edu,DS220,2,1,74
jb9557@nittany.edu,PHYS211,2,1,77
ko8881@nittany.edu,CMPEN351,2,1,71
zj6533@nittany.edu,EE320,1,1,87
mb4756@nittany.edu,CHEM110,2,1,81
mr3556@nittany.edu,EE311,2,1,71
km6173@nittany.edu,EE330,1,1,74
sg3060@nittany.edu,CSE543,1,1,82
ms7605@nittany.edu,CHEM111,2,1,71
tm4946@nittany.edu,STAT415,2,1,99
jg1721@nittany.edu,ECON102,2,1,95
yc2897@nittany.edu,CMPEN411,1,1,67
ss9714@nittany.edu,CMPSC360,2,1,92
am4447@nittany.edu,CMPEN331,1,1,84
ak9804@nittany.edu,CHEM111,1,1,87
as1233@nittany.edu,EE330,1,1,95
al5684@nittany.edu,CMPSC475,2,1,97
al6759@nittany.edu,ECON101,1,1,81
ah2567@nittany.edu,MATH230,2,1,79
ab8825@nittany.edu,STAT319,2,1,61
ak1365@nittany.edu,STAT415,1,1,63
at2037@nittany.edu,CSE583,2,1,91
as3627@nittany.edu,IST110,2,1,88
ah3078@nittany.edu,CMPSC448,1,1,70
ab8389@nittany.edu,PHYS214,1,1,100
at1813@nittany.edu,PHYS211,1,1,64
ao8250@nittany.edu,DS220,2,1,80
al8826@nittany.edu,CMPSC132,1,1,80
ab4479@nittany.edu,EE211,1,1,94
al5806@nittany.edu,EE352,1,1,70
aj1457@nittany.edu,EE212,1,1,65
ar7586@nittany.edu,DS120,1,1,91
am6718@nittany.edu,CHEM111,1,1,72
as4057@nittany.edu,EE210,1,1,60
az6923@nittany.edu,STAT318,2,1,94
ab9912@nittany.edu,CMPSC475,2,1,87
ap8429@nittany.edu,CMPEN441,1,1,61
ag4728@nittany.edu,MATH231,1,1,85
ab3717@nittany.edu,CMPEN362,1,1,88
ah5707@nittany.edu,DS120,2,1,90
ad9791@nittany.edu,CSE543,1,1,68
aw2983@nittany.edu,EE353,2,1,92
lj2993@nittany.edu,STAT318,2,1,77
rb1832@nittany.edu,ECON101,2,1,92
ld8122@nittany.edu,MATH231,2,1,99
md5914@nittany.edu,EE330,2,1,93
kf8268@nittany.edu,PHYS211,1,1,70
pz6665@nittany.edu,EE212,2,1,79
mr6639@nittany.edu,CMPEN431,1,1,78
sc5452@nittany.edu,CMPSC221,2,1,88
tp8468@nittany.edu,MATH230,2,1,85
ih9335@nittany.edu,PHYS213,1,1,83
pr4075@nittany.edu,IST110,2,1,90
jz5577@nittany.edu,ECON201,1,1,96
jp2632@nittany.edu,CHEM110,2,1,63
lk7361@nittany.edu,MATH141,1,1,90
ks1880@nittany.edu,CMPSC448,1,1,84
ms2404@nittany.edu,CMPSC311,2,1,98
ih5431@nittany.edu,CMPSC475,1,1,76
sm4115@nittany.edu,CSE583,1,1,82
js8078@nittany.edu,CMPEN431,1,1,72
rm8585@nittany.edu,MATH141,1,1,68
mg1976@nittany.edu,IST110,2,1,71
kc4364@nittany.edu,EE330,1,1,93
rh2046@nittany.edu,CMPSC465,1,1,89
jh2885@nittany.edu,EE330,2,1,70
ms9362@nittany.edu,EE353,2,1,80
jl6447@nittany.edu,DS120,1,1,64
mr2329@nittany.edu,ECON201,1,1,96
ma5503@nittany.edu,CMPEN411,2,1,64
rb4971@nittany.edu,ECON102,1,1,80
kg2618@nittany.edu,ECON101,1,1,82
lg4120@nittany.edu,MATH230,2,1,99
sg2123@nittany.edu,PHYS211,1,1,76
sb5076@nittany.edu,EE210,2,1,92
mh2221@nittany.edu,CMPEN331,2,1,62
vs8351@nittany.edu,CHEM111,2,1,71
mm1324@nittany.edu,PHYS213,2,1,91
mk4648@nittany.edu,EE353,2,1,82
sa8884@nittany.edu,CMPSC461,1,1,98
kn1468@nittany.edu,EE353,1,1,61
jk5833@nittany.edu,ECON102,1,1,93
md1699@nittany.edu,STAT415,2,1,75
mc4814@nittany.edu,CMPEN351,1,1,74
ll2646@nittany.edu,ECON101,1,1,94
mr3369@nittany.edu,DS220,1,1,68
wm3293@nittany.edu,CMPSC131,2,1,97
jb9557@nittany.edu,MATH231,1,1,94
ko8881@nittany.edu,CMPEN431,2,1,78
zj6533@nittany.edu,CSE543,1,1,65
mb4756@nittany.edu,DS120,2,1,66
mr3556@nittany.edu,CMPEN431,2,1,77
md3813@nittany.edu,IST128,2,1,69
km6173@nittany.edu,CMPEN431,2,1,87
ms7605@nittany.edu,CMPEN351,2,1,84
tm4946@nittany.edu,CMPSC221,1,1,98
jg1721@nittany.edu,STAT319,1,1,60
yc2897@nittany.edu,CMPEN441,2,1,78
ss9714@nittany.edu,ECON101,2,1,95
rb9779@nittany.edu,EE210,1,1,65
zr6768@nittany.edu,MATH141,1,1,72
rc6428@nittany.edu,EE353,1,1,89
jt5287@nittany.edu,CSE543,2,1,78
lo7605@nittany.edu,CMPSC221,1,1,61
tr4637@nittany.edu,STAT318,2,1,62
lr3728@nittany.edu,MATH230,2,1,72
xg4863@nittany.edu,ECON101,1,1,61
me5010@nittany.edu,MATH231,2,1,65
lr5472@nittany.edu,EE320,1,1,67
sh4974@nittany.edu,ECON102,2,1,61
ms2737@nittany.edu,CMPSC475,2,1,60
tb8127@nittany.edu,PHYS211,2,1,94
mm2976@nittany.edu,CMPSC311,2,1,81
th3170@nittany.edu,CMPEN331,2,1,71
kk3742@nittany.edu,EE211,1,1,92
nd2615@nittany.edu,CHEM112,1,1,85
sb6428@nittany.edu,MATH230,1,1,84
rr9237@nittany.edu,CMPSC311,1,1,97
mm1660@nittany.edu,CMPSC360,1,1,92
mr1462@nittany.edu,CMPEN431,2,1,71
lg1828@nittany.edu,MATH231,2,1,65
jo7172@nittany.edu,EE320,2,1,64
ma5045@nittany.edu,CHEM111,1,1,80
mc4696@nittany.edu,STAT319,1,1,93
rs3973@nittany.edu,CMPSC465,2,1,75
my7428@nittany.edu,PHYS213,1,1,99
mv4275@nittany.edu,PHYS213,2,1,77
nr4230@nittany.edu,CMPSC360,2,1,61
ma3543@nittany.edu,EE352,1,1,60
mc9149@nittany.edu,ECON201,1,1,99
lg2530@nittany.edu,CMPEN441,2,1,89
sh4671@nittany.edu,MATH230,2,1,92
mt7030@nittany.edu,CMPEN431,2,1,70
lt3713@nittany.edu,MATH141,1,1,74
jw3861@nittany.edu,CMPEN431,1,1,68
kr4923@nittany.edu,EE352,1,1,86
nf6339@nittany.edu,EE210,1,1,96
md6319@nittany.edu,ECON101,1,1,98
mb1688@nittany.edu,CMPEN431,2,1,75
mk5190@nittany.edu,EE352,1,1,86
mk3204@nittany.edu,CMPSC461,1,1,85
oc3904@nittany.edu,CMPSC448,1,1,99
km6627@nittany.edu,CHEM112,1,1,85
js6308@nittany.edu,CMPSC131,2,1,68
jw4897@nittany.edu,STAT318,1,1,83
vl7715@nittany.edu,EE211,1,1,100
ph3861@nittany.edu,CMPSC431W,2,1,67
md2194@nittany.edu,CSE543,2,1,73
mw5114@nittany.edu,CMPEN441,1,1,84
ld6778@nittany.edu,ECON102,2,1,78
lg7099@nittany.edu,CHEM111,2,1,92
mm9659@nittany.edu,EE353,1,1,78
rc5324@nittany.edu,CMPSC311,1,1,94
mz7312@nittany.edu,CHEM110,1,1,73
ml5786@nittany.edu,PHYS213,1,1,85
nh2508@nittany.edu,CHEM111,2,1,72
ms2255@nittany.edu,STAT319,1,1,80
mp4954@nittany.edu,EE330,1,1,86
lj7790@nittany.edu,CSE543,2,1,99
sr7729@nittany.edu,CHEM112,1,1,63
mt8800@nittany.edu,CMPEN431,2,1,70
ld6540@nittany.edu,CSE543,1,1,100
sv5358@nittany.edu,CMPSC475,2,1,74
kf8921@nittany.edu,STAT319,2,1,98
rh4718@nittany.edu,CSE543,2,1,77
vt8578@nittany.edu,ECON201,2,1,74
lu6872@nittany.edu,DS120,2,1,92
lb6520@nittany.edu,MATH141,2,1,75
kb6941@nittany.edu,PHYS214,2,1,71
rv5469@nittany.edu,CMPEN431,1,1,77
mj4880@nittany.edu,CMPEN331,2,1,92
jf9661@nittany.edu,EE210,2,1,84
lt8366@nittany.edu,MATH230,1,1,91
js7099@nittany.edu,CMPEN331,1,1,90
js8165@nittany.edu,EE330,2,1,100
kk3115@nittany.edu,EE211,1,1,88
mr4635@nittany.edu,EE320,2,1,90
ve8889@nittany.edu,CSE583,1,1,94
ml3983@nittany.edu,CMPSC311,1,1,90
ld8065@nittany.edu,CMPSC131,2,1,99
jk4403@nittany.edu,EE352,1,1,99
in2805@nittany.edu,STAT415,1,1,74
pb8346@nittany.edu,MATH230,2,1,71
rf1782@nittany.edu,EE320,2,1,84
mn6721@nittany.edu,CMPSC311,2,1,73
sm6043@nittany.edu,DS220,2,1,65
lj2224@nittany.edu,MATH141,2,1,73
wl5243@nittany.edu,MATH140,1,1,60
ns1210@nittany.edu,EE330,2,1,65
ms6173@nittany.edu,PHYS212,1,1,98
na8379@nittany.edu,CMPSC131,1,1,87
ls6337@nittany.edu,EE212,1,1,69
sm9645@nittany.edu,EE212,1,1,81
rr8243@nittany.edu,CMPSC132,1,1,82
lw4369@nittany.edu,EE210,1,1,69
il3541@nittany.edu,CMPEN270,2,1,73
mg8505@nittany.edu,EE212,1,1,87
mo1186@nittany.edu,CMPSC311,1,1,74
pw1726@nittany.edu,EE330,1,1,68
lm6031@nittany.edu,ECON102,1,1,99
mj6359@nittany.edu,CMPSC448,1,1,62
pc8832@nittany.edu,CMPEN431,2,1,84
mf8214@nittany.edu,EE330,1,1,78
ma8938@nittany.edu,MATH230,2,1,98
lf4727@nittany.edu,CHEM111,1,1,61
jh1874@nittany.edu,CMPSC448,1,1,72
rb6281@nittany.edu,CMPEN270,2,1,65
mr5864@nittany.edu,CHEM110,1,1,88
ml6213@nittany.edu,MATH230,2,1,76
mk7773@nittany.edu,EE211,2,1,83
nc8172@nittany.edu,PHYS211,2,1,70
mj5914@nittany.edu,MATH230,1,1,99
my3786@nittany.edu,STAT319,1,1,64
jm3669@nittany.edu,CHEM111,2,1,63
uf7067@nittany.edu,ECON101,1,1,85
mr2575@nittany.edu,MATH231,2,1,63
jk4409@nittany.edu,CHEM111,2,1,69
rf1538@nittany.edu,CMPSC221,1,1,69
no6118@nittany.edu,PHYS214,1,1,98
lc4994@nittany.edu,CSE543,1,1,85
oh8195@nittany.edu,CSE543,1,1,75
jc2471@nittany.edu,EE352,2,1,62
mm3162@nittany.edu,EE210,2,1,98
jh7997@nittany.edu,DS120,2,1,87
ik6824@nittany.edu,CMPEN351,2,1,69
tk5748@nittany.edu,CMPSC132,1,1,66
ts1830@nittany.edu,EE210,1,1,92
kr6619@nittany.edu,STAT319,1,1,78
rk2653@nittany.edu,STAT319,2,1,61
sg4622@nittany.edu,EE320,2,1,89
jl3236@nittany.edu,PHYS213,2,1,90
kh1826@nittany.edu,MATH140,1,1,83
me2596@nittany.edu,EE311,2,1,63
jl9851@nittany.edu,EE211,1,1,80
sw7724@nittany.edu,CSE583,1,1,80
kh5883@nittany.edu,CMPSC132,2,1,92
mn2842@nittany.edu,PHYS212,2,1,82
mt7911@nittany.edu,CMPSC132,2,1,100
pf6936@nittany.edu,CMPEN331,1,1,78
mc8336@nittany.edu,CMPEN362,2,1,81
mv1311@nittany.edu,MATH231,2,1,68
kk2666@nittany.edu,CSE583,2,1,60
ok7520@nittany.edu,ECON201,1,1,95
mt3151@nittany.edu,CHEM110,1,1,71
lb8326@nittany.edu,EE352,2,1,70
lh1031@nittany.edu,CSE583,1,1,82
mn1239@nittany.edu,PHYS212,2,1,90
ka1472@nittany.edu,EE211,2,1,99
tt1799@nittany.edu,CMPSC461,1,1,96
mr5565@nittany.edu,EE353,1,1,80
ma6036@nittany.edu,CMPEN441,2,1,86
mr9406@nittany.edu,PHYS211,1,1,70
os4077@nittany.edu,MATH141,2,1,90
mi6642@nittany.edu,CSE543,2,1,91
mj1523@nittany.edu,CMPEN270,1,1,96
pw7815@nittany.edu,CMPEN411,1,1,100
jo5683@nittany.edu,CMPSC360,1,1,98
kl1348@nittany.edu,CMPSC461,1,1,72
ns2358@nittany.edu,STAT415,2,1,90
vr4622@nittany.edu,IST128,1,1,85
mk1572@nittany.edu,CMPEN441,2,1,81
ts5040@nittany.edu,MATH141,1,1,88
kp5214@nittany.edu,MATH141,1,1,93
me4221@nittany.edu,EE311,2,1,72
lh8743@nittany.edu,EE353,1,1,63
ka6770@nittany.edu,CHEM111,2,1,64
wa5135@nittany.edu,CMPEN431,2,1,74
la7071@nittany.edu,PHYS212,2,1,60
kl9753@nittany.edu,EE211,1,1,75
jh3336@nittany.edu,MATH141,2,1,78
sb1972@nittany.edu,CMPEN351,2,1,95
kb3574@nittany.edu,CSE583,2,1,86
lv3076@nittany.edu,STAT415,2,1,100
mt4811@nittany.edu,EE210,1,1,63
zp7831@nittany.edu,IST128,1,1,93
mr1020@nittany.edu,CMPEN351,2,1,73
ws6593@nittany.edu,CMPSC448,2,1,87
lw8769@nittany.edu,CMPEN270,1,1,73
ms6765@nittany.edu,EE212,2,1,91
mj9606@nittany.edu,EE352,1,1,86
jc4011@nittany.edu,CMPSC132,1,1,71
jz6925@nittany.edu,CMPSC461,2,1,97
vo6259@nittany.edu,CMPEN351,2,1,61
ks3998@nittany.edu,PHYS211,2,1,64
mt3231@nittany.edu,CMPSC132,2,1,73
ws8716@nittany.edu,EE353,2,1,98
md7627@nittany.edu,CMPSC465,1,1,97
th2610@nittany.edu,PHYS212,1,1,66
mh8661@nittany.edu,ECON201,2,1,84
vk8864@nittany.edu,CMPSC131,1,1,83
mh3437@nittany.edu,CMPSC461,1,1,96
ww9231@nittany.edu,CMPSC431W,2,1,60
mk1676@nittany.edu,CMPEN411,2,1,72
ub9586@nittany.edu,EE210,1,1,86
lh6961@nittany.edu,PHYS214,1,1,68
kf5693@nittany.edu,ECON102,2,1,100
sb2082@nittany.edu,CMPSC431W,2,1,71
mn2870@nittany.edu,CMPSC311,1,1,95
ug5112@nittany.edu,CHEM110,2,1,96
tk1529@nittany.edu,CHEM110,1,1,79
ib2806@nittany.edu,ECON101,2,1,78
os7226@nittany.edu,CHEM112,2,1,79
ne9599@nittany.edu,ECON101,2,1,93
vg5084@nittany.edu,MATH140,1,1,60
mr5670@nittany.edu,EE211,2,1,81
km6416@nittany.edu,CMPSC311,1,1,63
wr1679@nittany.edu,CMPSC461,2,1,64
mr8602@nittany.edu,MATH231,2,1,90
ma8046@nittany.edu,CMPSC461,2,1,75
mg1007@nittany.edu,DS120,1,1,60
lh3004@nittany.edu,IST128,1,1,67
zr6066@nittany.edu,IST110,1,1,83
jg5906@nittany.edu,CMPEN270,1,1,75
mw5391@nittany.edu,CMPEN362,2,1,92
sm5970@nittany.edu,CHEM112,1,1,67
mn6897@nittany.edu,IST110,1,1,86
rm8553@nittany.edu,CMPSC431W,1,1,83
jl5459@nittany.edu,CMPEN270,1,1,66
ml1743@nittany.edu,CHEM112,1,1,61
ph1773@nittany.edu,DS220,2,1,97
ma8953@nittany.edu,CMPEN431,1,1,79
pp2997@nittany.edu,MATH140,1,1,97
vk7408@nittany.edu,PHYS211,1,1,95
ro9937@nittany.edu,PHYS213,2,1,63
tf2405@nittany.edu,IST128,1,1,67
pm3642@nittany.edu,CMPSC221,1,1,73
kr9949@nittany.edu,EE352,1,1,75
mt2086@nittany.edu,CMPSC360,1,1,65
tw6502@nittany.edu,PHYS212,2,1,83
ol7450@nittany.edu,CMPEN411,1,1,92
jw6319@nittany.edu,CMPSC360,2,1,93
ok8829@nittany.edu,ECON102,1,1,89
ps1087@nittany.edu,CHEM110,2,1,90
mp7952@nittany.edu,EE353,2,1,84
sm5549@nittany.edu,EE311,1,1,60
td2477@nittany.edu,IST128,1,1,90
sm8842@nittany.edu,EE211,2,1,83
jp5962@nittany.edu,DS120,1,1,84
mg1791@nittany.edu,CMPEN441,2,1,61
sg1979@nittany.edu,EE353,2,1,79
lo3428@nittany.edu,MATH231,2,1,79
ml7753@nittany.edu,CMPSC448,2,1,78
js3927@nittany.edu,DS220,2,1,86
me9897@nittany.edu,EE352,1,1,71
mb5390@nittany.edu,CMPSC131,1,1,100
sg4417@nittany.edu,EE320,2,1,81
lt7103@nittany.edu,CMPSC448,2,1,81
pt3035@nittany.edu,EE211,2,1,61
mm2047@nittany.edu,CMPSC461,1,1,85
ma4242@nittany.edu,MATH231,2,1,98
jn3590@nittany.edu,EE352,2,1,69
jh3004@nittany.edu,PHYS211,1,1,93
vn4576@nittany.edu,STAT318,2,1,89
mj2446@nittany.edu,EE211,1,1,77
mh9005@nittany.edu,CMPSC360,1,1,73
mp5777@nittany.edu,CMPSC465,1,1,94
mj1886@nittany.edu,STAT319,2,1,61
mp5980@nittany.edu,CMPSC475,2,1,100
mr7087@nittany.edu,CHEM111,2,1,78
kk1267@nittany.edu,PHYS212,1,1,67
jm7206@nittany.edu,CMPEN270,2,1,93
mm8916@nittany.edu,PHYS211,2,1,94
jr1301@nittany.edu,EE311,1,1,70
rq8420@nittany.edu,PHYS212,2,1,69
tf8025@nittany.edu,STAT415,1,1,90
ob6043@nittany.edu,STAT319,1,1,60
jd3188@nittany.edu,PHYS212,1,1,91
nb5135@nittany.edu,IST110,1,1,93
js4888@nittany.edu,EE210,1,1,98
mt1283@nittany.edu,CMPSC131,1,1,76
tb4699@nittany.edu,CSE543,1,1,62
jf5072@nittany.edu,STAT318,1,1,80
mj8109@nittany.edu,CSE583,1,1,64
sl8096@nittany.edu,CMPEN362,2,1,83
wg1476@nittany.edu,CMPSC221,2,1,67
lb1184@nittany.edu,CMPEN362,1,1,90
kw1043@nittany.edu,CSE583,2,1,100
ld4137@nittany.edu,IST110,1,1,82
nb2686@nittany.edu,CMPEN441,2,1,60
rk8121@nittany.edu,CMPSC448,1,1,74
vp6083@nittany.edu,CHEM111,1,1,61
mb7672@nittany.edu,CMPEN331,2,1,87
rh9618@nittany.edu,CMPEN441,2,1,95
lw7685@nittany.edu,CSE583,1,1,85
me6698@nittany.edu,EE211,1,1,75
mp7693@nittany.edu,CSE583,2,1,77
us6442@nittany.edu,MATH140,1,1,80
ma9983@nittany.edu,IST128,1,1,89
mk7105@nittany.edu,IST128,1,1,62
ma3822@nittany.edu,ECON201,2,1,66
lw8160@nittany.edu,ECON102,1,1,96
nm4783@nittany.edu,CMPEN431,1,1,79
nb4212@nittany.edu,EE320,2,1,99
ms9882@nittany.edu,EE352,1,1,74
mk2377@nittany.edu,CMPSC360,1,1,75
rw1366@nittany.edu,DS120,1,1,87
mr5319@nittany.edu,STAT319,1,1,91
kz9097@nittany.edu,EE211,2,1,83
ml7288@nittany.edu,PHYS213,1,1,89
jd5932@nittany.edu,CHEM112,1,1,74
lk1182@nittany.edu,STAT319,2,1,86
jk1331@nittany.edu,EE211,1,1,63
jw9436@nittany.edu,EE330,1,1,79
zw5425@nittany.edu,IST110,2,1,99
jk5021@nittany.edu,CMPEN270,1,1,68
mn1003@nittany.edu,IST128,1,1,89
ph8799@nittany.edu,STAT319,2,1,86
jl8774@nittany.edu,CMPEN331,1,1,69
mj7408@nittany.edu,CMPSC448,2,1,99
ns6501@nittany.edu,CMPEN431,1,1,94
lr5589@nittany.edu,CMPEN270,1,1,78
me5409@nittany.edu,CMPSC131,1,1,78
jk4116@nittany.edu,ECON102,2,1,74
kb9285@nittany.edu,EE212,1,1,60
kq6968@nittany.edu,CMPEN441,2,1,84
mj6957@nittany.edu,IST128,2,1,98
tp4444@nittany.edu,DS120,1,1,95
me6706@nittany.edu,EE212,1,1,76
kb8171@nittany.edu,CMPSC475,2,1,96
sr6321@nittany.edu,CMPSC475,1,1,62
jh1737@nittany.edu,DS120,2,1,94
sp1616@nittany.edu,PHYS211,2,1,65
pm4249@nittany.edu,STAT318,1,1,60
im1645@nittany.edu,MATH230,2,1,99
sd6073@nittany.edu,MATH140,1,1,64
po7371@nittany.edu,MATH230,1,1,69
wo4044@nittany.edu,DS120,2,1,70
mc4662@nittany.edu,MATH231,1,1,81
mm9624@nittany.edu,PHYS211,1,1,66
nb6183@nittany.edu,CSE583,2,1,67
mm4674@nittany.edu,MATH231,2,1,87
vh5298@nittany.edu,CHEM110,1,1,72
mi2648@nittany.edu,PHYS213,2,1,82
js3229@nittany.edu,EE352,1,1,76
mt2801@nittany.edu,STAT415,1,1,75
oh9599@nittany.edu,ECON102,1,1,83
jb9306@nittany.edu,EE212,1,1,60
jc1462@nittany.edu,PHYS211,2,1,98
ks1926@nittany.edu,DS220,2,1,68
sb5646@nittany.edu,CMPSC461,1,1,77
mr3116@nittany.edu,CMPEN351,1,1,99
sn9491@nittany.edu,CMPSC131,1,1,100
or2228@nittany.edu,STAT319,1,1,60
jk4027@nittany.edu,CMPSC221,1,1,89
kd4323@nittany.edu,DS120,1,1,75
mo4621@nittany.edu,CMPSC360,2,1,97
mg4093@nittany.edu,STAT319,2,1,86
nm3617@nittany.edu,CMPSC475,2,1,99
sr9640@nittany.edu,EE352,2,1,93
lt8326@nittany.edu,EE320,2,1,80
mb8575@nittany.edu,CMPEN431,2,1,66
sc6597@nittany.edu,IST128,1,1,96
mb5410@nittany.edu,MATH140,1,1,72
jg7835@nittany.edu,PHYS212,1,1,67
yc8409@nittany.edu,MATH140,2,1,86
nl1189@nittany.edu,EE212,1,1,94
mg8396@nittany.edu,ECON102,1,1,93
ta4214@nittany.edu,CMPSC132,1,1,83
jc9373@nittany.edu,CHEM110,1,1,93
mr3131@nittany.edu,CMPSC311,1,1,84
mj9296@nittany.edu,EE352,2,1,87
lm8503@nittany.edu,CMPSC465,2,1,86
mt6337@nittany.edu,CMPEN331,1,1,100
mo2344@nittany.edu,ECON101,2,1,80
ml8317@nittany.edu,CMPSC465,1,1,92
mg7641@nittany.edu,CHEM112,2,1,75
ll6444@nittany.edu,DS120,2,1,68
md1308@nittany.edu,CMPSC311,2,1,89
jd5592@nittany.edu,EE320,2,1,79
sk9053@nittany.edu,CHEM112,2,1,84
mt1262@nittany.edu,EE320,1,1,94
mm6682@nittany.edu,CMPEN270,2,1,70
nw3340@nittany.edu,CMPEN331,2,1,63
td2308@nittany.edu,IST128,2,1,89
jw3297@nittany.edu,STAT415,2,1,73
sp1402@nittany.edu,EE330,1,1,71
ml5796@nittany.edu,CMPSC448,1,1,99
kc1302@nittany.edu,ECON101,2,1,88
oc9232@nittany.edu,MATH141,2,1,82
ma9716@nittany.edu,EE330,2,1,88
jh2181@nittany.edu,MATH140,2,1,78
md7018@nittany.edu,CMPEN270,1,1,72
rm1496@nittany.edu,DS220,2,1,61
og7528@nittany.edu,ECON101,2,1,83
ma8013@nittany.edu,ECON201,1,1,85
kk5103@nittany.edu,CMPSC360,2,1,71
lh7203@nittany.edu,MATH141,2,1,89
lr4974@nittany.edu,EE352,1,1,90
xb9185@nittany.edu,CMPSC461,2,1,73
mb2685@nittany.edu,CMPSC221,1,1,83
ms6799@nittany.edu,CMPEN441,2,1,93
lm1111@nittany.edu,PHYS212,2,1,79
ja2479@nittany.edu,EE352,2,1,61
zo2385@nittany.edu,CMPSC475,1,1,94
lr8600@nittany.edu,CMPSC221,2,1,66
kt2960@nittany.edu,EE210,1,1,98
lh7173@nittany.edu,CHEM110,1,1,93
mj8696@nittany.edu,MATH141,1,1,81
mo9119@nittany.edu,PHYS213,2,1,61
mr4981@nittany.edu,CMPSC461,1,1,85
rr3451@nittany.edu,IST128,1,1,74
se2637@nittany.edu,CMPEN270,2,1,92
zg1956@nittany.edu,IST110,2,1,78
mt7486@nittany.edu,DS220,2,1,81
kh5965@nittany.edu,CSE583,2,1,92
rt4621@nittany.edu,CHEM112,1,1,86
jr8895@nittany.edu,CMPSC131,1,1,74
mc3632@nittany.edu,CMPEN270,2,1,99
oc9673@nittany.edu,STAT319,1,1,70
pp1292@nittany.edu,ECON102,1,1,69
sr8161@nittany.edu,CMPEN331,2,1,66
mb3501@nittany.edu,ECON101,2,1,62
mt2330@nittany.edu,EE210,1,1,75
ss2791@nittany.edu,MATH140,2,1,73
lt1060@nittany.edu,DS120,1,1,76
mm9332@nittany.edu,DS220,2,1,79
mk2051@nittany.edu,EE353,1,1,99
jk9270@nittany.edu,STAT415,1,1,71
lc9556@nittany.edu,CMPSC475,1,1,61
js1332@nittany.edu,PHYS212,2,1,62
ss5447@nittany.edu,STAT415,1,1,81
ma2722@nittany.edu,DS220,1,1,90
sw9710@nittany.edu,CMPEN411,2,1,74
sm6158@nittany.edu,CMPEN331,1,1,89
ml5064@nittany.edu,CHEM110,2,1,94
kh1154@nittany.edu,EE212,2,1,65
kt5956@nittany.edu,PHYS214,1,1,70
kr9918@nittany.edu,EE212,2,1,68
ko8925@nittany.edu,CSE583,2,1,76
mf6881@nittany.edu,MATH231,1,1,70
mk4451@nittany.edu,CSE583,2,1,70
sm5255@nittany.edu,CMPEN411,1,1,95
rb2832@nittany.edu,ECON102,2,1,71
jr3224@nittany.edu,STAT318,1,1,80
kt2050@nittany.edu,CSE583,1,1,94
wd2661@nittany.edu,EE330,2,1,83
rf1975@nittany.edu,STAT318,1,1,74
mn9410@nittany.edu,PHYS213,1,1,76
sr4229@nittany.edu,DS120,2,1,70
tm5315@nittany.edu,IST110,1,1,87
ls2077@nittany.edu,EE211,1,1,87
rr4724@nittany.edu,STAT318,1,1,89
qj6035@nittany.edu,CMPSC448,2,1,81
jp6334@nittany.edu,MATH140,1,1,73
ms6805@nittany.edu,CMPEN431,1,1,63
sm4829@nittany.edu,CMPEN441,2,1,77
mp8264@nittany.edu,PHYS212,1,1,87
md9837@nittany.edu,CSE543,1,1,66
mc9587@nittany.edu,EE352,2,1,90
wa5127@nittany.edu,EE212,1,1,60
mp8748@nittany.edu,MATH231,1,1,99
vl5929@nittany.edu,EE211,1,1,64
md8760@nittany.edu,PHYS214,2,1,87
rh1754@nittany.edu,CMPSC360,1,1,60
mc2699@nittany.edu,CMPSC311,2,1,67
jh9891@nittany.edu,PHYS214,2,1,79
iv6531@nittany.edu,CMPSC465,1,1,62
ir2135@nittany.edu,ECON201,2,1,97
mr1874@nittany.edu,ECON102,2,1,100
rr7213@nittany.edu,CMPEN431,1,1,97
mj1770@nittany.edu,CHEM110,1,1,76
mm6107@nittany.edu,CMPEN441,1,1,92
ma4550@nittany.edu,ECON101,1,1,63
jm2995@nittany.edu,ECON102,2,1,60
mz7054@nittany.edu,STAT318,2,1,84
km3504@nittany.edu,EE212,1,1,90
om9683@nittany.edu,EE352,1,1,66
jm6846@nittany.edu,ECON102,1,1,73
jk4828@nittany.edu,CMPEN270,2,1,67
rl4225@nittany.edu,ECON201,2,1,87
mg8599@nittany.edu,ECON102,1,1,63
lb9630@nittany.edu,CMPSC311,2,1,98
sw4720@nittany.edu,STAT319,2,1,65
lm1801@nittany.edu,MATH230,2,1,60
mh9954@nittany.edu,PHYS213,1,1,81
kw1386@nittany.edu,EE330,1,1,84
pa6499@nittany.edu,ECON101,1,1,76
sw3767@nittany.edu,EE352,2,1,95
rl7115@nittany.edu,CMPEN331,1,1,86
